date,hour,weather,temp,atemp,humidity,windspeed
2011-01-02,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.86,22.725,88.0,19.999
2011-01-02,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.04,21.97,94.0,16.998
2011-01-02,2,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",17.22,21.21,100.0,19.001
2011-01-02,3,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.86,22.725,94.0,12.998
2011-01-02,4,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",18.86,22.725,94.0,12.998
2011-01-02,6,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",17.22,21.21,77.0,19.999
2011-01-02,7,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.4,20.455,76.0,12.998
2011-01-02,8,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",16.4,20.455,71.0,15.001
2011-01-02,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",15.58,19.695,76.0,15.001
2011-01-02,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,17.425,81.0,15.001
2011-01-02,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,16.665,71.0,16.998
2011-01-02,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,16.665,66.0,19.999
2011-01-02,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,17.425,66.0,8.998
2011-01-02,14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",14.76,17.425,76.0,12.998
2011-01-02,15,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,16.665,81.0,11.001
2011-01-02,16,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",13.94,16.665,71.0,11.001
2011-01-02,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.94,16.665,57.0,12.998
2011-01-02,18,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.76,16.665,46.0,22.003
2011-01-02,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",13.12,14.395,42.0,30.003
2011-01-02,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,13.635,39.0,23.999
2011-01-02,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,11.365,44.0,22.003
2011-01-02,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,10.605,44.0,19.999
2011-01-02,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,47.0,11.001
2011-01-03,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,9.85,44.0,23.999
2011-01-03,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,8.335,44.0,27.999
2011-01-03,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,6.82,47.0,26.003
2011-01-03,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,6.82,47.0,19.001
2011-01-03,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,5.305,50.0,26.003
2011-01-03,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,6.82,50.0,12.998
2011-01-03,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,6.06,50.0,19.001
2011-01-03,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,6.82,43.0,26.003
2011-01-03,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,8.335,43.0,16.998
2011-01-03,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.09,40.0,22.003
2011-01-03,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,10.605,35.0,19.999
2011-01-03,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,10.605,35.0,19.001
2011-01-03,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.12,30.0,19.001
2011-01-03,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.12,30.0,16.998
2011-01-03,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.12,30.0,16.998
2011-01-03,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,30.0,15.001
2011-01-03,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,32.0,7.002
2011-01-03,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,12.88,47.0,0.0
2011-01-03,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,11.365,47.0,7.002
2011-01-03,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,9.85,64.0,8.998
2011-01-03,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,7.575,69.0,8.998
2011-01-03,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,10.605,55.0,7.002
2011-01-04,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,9.09,55.0,7.002
2011-01-04,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,9.09,59.0,7.002
2011-01-04,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,7.575,63.0,8.998
2011-01-04,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,9.09,63.0,6.003
2011-01-04,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,7.575,68.0,7.002
2011-01-04,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,7.575,74.0,7.002
2011-01-04,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,7.575,74.0,8.998
2011-01-04,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,7.575,69.0,11.001
2011-01-04,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,7.575,64.0,15.001
2011-01-04,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,6.82,69.0,22.003
2011-01-04,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,10.605,51.0,19.999
2011-01-04,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,51.0,11.001
2011-01-04,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,56.0,12.998
2011-01-04,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,52.0,15.001
2011-01-04,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,13.635,52.0,16.998
2011-01-04,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,49.0,16.998
2011-01-04,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,13.635,48.0,15.001
2011-01-04,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,48.0,12.998
2011-01-04,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,48.0,7.002
2011-01-04,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,48.0,7.002
2011-01-04,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,13.635,64.0,0.0
2011-01-04,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,12.88,64.0,6.003
2011-01-04,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,11.365,69.0,6.003
2011-01-05,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,12.88,64.0,0.0
2011-01-05,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,9.85,74.0,6.003
2011-01-05,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,9.85,74.0,6.003
2011-01-05,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,48.0,15.001
2011-01-05,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,47.0,11.001
2011-01-05,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.85,47.0,15.001
2011-01-05,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,9.09,43.0,12.998
2011-01-05,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.09,40.0,19.999
2011-01-05,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,9.85,37.0,22.003
2011-01-05,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,9.85,37.0,22.003
2011-01-05,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,11.365,33.0,22.003
2011-01-05,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,11.365,33.0,22.003
2011-01-05,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,12.88,30.0,19.999
2011-01-05,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,28.0,12.998
2011-01-05,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,14.395,28.0,12.998
2011-01-05,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",12.3,15.91,28.0,6.003
2011-01-05,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,11.365,38.0,12.998
2011-01-05,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.12,38.0,8.998
2011-01-05,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.84,12.88,38.0,7.002
2011-01-05,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,47.0,11.001
2011-01-05,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.85,51.0,12.998
2011-01-05,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,9.85,55.0,8.998
2011-01-05,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,12.88,47.0,0.0
2011-01-06,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,12.12,55.0,0.0
2011-01-06,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,11.365,64.0,0.0
2011-01-06,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,11.365,64.0,0.0
2011-01-06,4,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,9.85,64.0,6.003
2011-01-06,5,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.74,9.09,69.0,6.003
2011-01-06,6,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.74,8.335,63.0,7.002
2011-01-06,7,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,11.365,59.0,0.0
2011-01-06,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,11.365,59.0,0.0
2011-01-06,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,12.12,51.0,0.0
2011-01-06,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,12.88,47.0,0.0
2011-01-06,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,12.88,44.0,6.003
2011-01-06,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,14.395,35.0,0.0
2011-01-06,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,13.635,35.0,7.002
2011-01-06,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,13.635,36.0,11.001
2011-01-06,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",11.48,13.635,36.0,0.0
2011-01-06,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",10.66,12.88,38.0,11.001
2011-01-06,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,51.0,11.001
2011-01-06,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,11.365,51.0,8.998
2011-01-06,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,12.88,55.0,6.003
2011-01-06,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,10.605,51.0,11.001
2011-01-06,21,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.02,10.605,55.0,15.001
2011-01-06,22,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.02,10.605,51.0,19.001
2011-01-06,23,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,59.0,12.998
2011-01-07,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,64.0,12.998
2011-01-07,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,69.0,15.001
2011-01-07,2,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,69.0,15.001
2011-01-07,4,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,10.605,69.0,8.998
2011-01-07,5,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,13.635,55.0,0.0
2011-01-07,6,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,12.88,69.0,0.0
2011-01-07,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,10.605,69.0,8.998
2011-01-07,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.85,51.0,16.998
2011-01-07,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.09,47.0,19.999
2011-01-07,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,9.85,37.0,22.003
2011-01-07,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,40.0,15.001
2011-01-07,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,37.0,16.998
2011-01-07,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.09,37.0,19.001
2011-01-07,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,40.0,16.998
2011-01-07,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,10.605,37.0,11.001
2011-01-07,16,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,10.605,37.0,11.001
2011-01-07,17,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,12.88,37.0,0.0
2011-01-07,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,11.365,40.0,6.003
2011-01-07,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,9.85,55.0,6.003
2011-01-07,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,10.605,47.0,7.002
2011-01-07,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,9.85,47.0,8.998
2011-01-07,22,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,9.85,43.0,11.001
2011-01-07,23,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,9.85,51.0,11.001
2011-01-08,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,9.85,51.0,11.001
2011-01-08,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,10.605,55.0,6.003
2011-01-08,2,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,12.12,55.0,0.0
2011-01-08,3,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.38,9.85,55.0,11.001
2011-01-08,4,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.38,9.85,55.0,11.001
2011-01-08,5,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,8.335,74.0,11.001
2011-01-08,6,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,8.335,74.0,11.001
2011-01-08,7,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,9.09,74.0,7.002
2011-01-08,8,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.56,9.09,93.0,7.002
2011-01-08,9,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.56,9.09,93.0,7.002
2011-01-08,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,9.85,80.0,11.001
2011-01-08,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.09,69.0,26.003
2011-01-08,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.09,59.0,23.999
2011-01-08,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.09,44.0,22.003
2011-01-08,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,8.335,32.0,32.998
2011-01-08,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,8.335,32.0,30.003
2011-01-08,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,6.82,29.0,30.003
2011-01-08,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,6.06,37.0,36.997
2011-01-08,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,6.06,39.0,19.999
2011-01-08,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,6.06,36.0,16.998
2011-01-08,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.06,36.0,16.998
2011-01-08,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,5.305,39.0,23.999
2011-01-08,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,5.305,36.0,26.003
2011-01-08,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,3.03,39.0,30.003
2011-01-09,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,3.79,42.0,26.003
2011-01-09,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,3.03,42.0,31.001
2011-01-09,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,3.03,46.0,31.001
2011-01-09,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,3.79,46.0,27.999
2011-01-09,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.28,4.545,53.0,12.998
2011-01-09,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.28,4.545,53.0,12.998
2011-01-09,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,4.545,49.0,19.001
2011-01-09,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",3.28,4.545,53.0,12.998
2011-01-09,8,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,4.545,49.0,19.001
2011-01-09,9,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,3.79,46.0,35.001
2011-01-09,10,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,5.305,43.0,26.003
2011-01-09,11,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,6.06,40.0,35.001
2011-01-09,12,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,6.82,37.0,30.003
2011-01-09,13,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,8.335,34.0,30.003
2011-01-09,14,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,9.09,32.0,31.001
2011-01-09,15,"Clear, Few clouds, Partly cloudy, Partly cloudy",9.02,9.85,35.0,23.999
2011-01-09,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,8.335,34.0,30.003
2011-01-09,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",7.38,7.575,37.0,26.003
2011-01-09,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,6.82,40.0,22.003
2011-01-09,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,6.82,43.0,22.003
2011-01-09,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,6.06,46.0,16.998
2011-01-09,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,5.305,46.0,27.999
2011-01-09,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,6.06,46.0,19.999
2011-01-09,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.82,50.0,12.998
2011-01-10,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.06,50.0,19.001
2011-01-10,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.06,50.0,19.001
2011-01-10,2,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.06,50.0,15.001
2011-01-10,3,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.06,50.0,15.001
2011-01-10,4,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,6.06,54.0,8.998
2011-01-10,5,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.1,5.305,54.0,16.998
2011-01-10,6,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.06,50.0,19.001
2011-01-10,7,"Clear, Few clouds, Partly cloudy, Partly cloudy",4.92,6.06,50.0,15.001
2011-01-10,8,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",4.92,6.06,50.0,19.001
2011-01-10,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.74,6.06,50.0,16.998
2011-01-10,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",5.74,6.06,50.0,19.999
2011-01-10,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,6.82,47.0,19.001
2011-01-10,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.09,40.0,19.001
2011-01-10,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.09,40.0,19.001
2011-01-10,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,40.0,15.001
2011-01-10,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,9.85,40.0,15.001
2011-01-10,16,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,10.605,40.0,8.998
2011-01-10,17,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,11.365,40.0,7.002
2011-01-10,18,"Clear, Few clouds, Partly cloudy, Partly cloudy",8.2,9.85,40.0,15.001
2011-01-10,19,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,8.335,47.0,11.001
2011-01-10,20,"Clear, Few clouds, Partly cloudy, Partly cloudy",6.56,8.335,50.0,11.001
2011-01-10,21,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,6.82,59.0,12.998
2011-01-10,22,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,7.575,59.0,11.001
2011-01-10,23,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,7.575,59.0,11.001
2011-01-11,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,8.335,59.0,7.002
2011-01-11,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",5.74,7.575,59.0,11.001
2011-01-11,2,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,7.575,55.0,12.998
2011-01-11,5,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,9.09,55.0,8.998
2011-01-11,6,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,9.09,55.0,8.998
2011-01-11,7,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,11.365,55.0,0.0
2011-01-11,8,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,10.605,51.0,6.003
2011-01-11,9,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",7.38,9.85,51.0,11.001
2011-01-11,10,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,10.605,51.0,11.001
2011-01-11,11,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,10.605,47.0,8.998
2011-01-11,12,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,11.365,51.0,7.002
2011-01-11,13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,11.365,59.0,6.003
2011-01-11,14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.2,11.365,59.0,6.003
2011-01-11,15,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,9.85,80.0,6.003
2011-01-11,16,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,7.575,86.0,15.001
2011-01-11,17,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",6.56,7.575,86.0,15.001
2011-01-11,18,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.56,9.09,93.0,7.002
